ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
232949_at			0.33	2.285
232963_at			-0.58	3.67
232974_at			0.416	2.384
232981_s_at	SYNRG	synergin, gamma	-1.113	7.738
232982_at			-0.264	2.589
233009_at			0.513	2.467
233011_at	ANXA1	annexin A1	-1.531	3.669
233015_at	MBNL1	muscleblind like splicing regulator 1	-0.301	2.322
233024_at			1.118	7.402
233055_at			0.355	2.911
233072_at	NTNG2	netrin G2	0.299	2.143
233081_at			0.271	2.235
233085_s_at	NABP1	nucleic acid binding protein 1	-0.439	3.27
233101_at	MTMR9	myotubularin related protein 9	-0.414	4.778
233105_at			0.806	3.4
233106_at	FRMD6-AS1	FRMD6 antisense RNA 1	0.159	2.234
233111_at	PTCSC1	papillary thyroid carcinoma susceptibility candidate 1 (non-protein coding)	0.247	2.888
233114_at			0.175	2.135
233127_at			0.954	7.256
233132_at	BMS1P20	BMS1, ribosome biogenesis factor pseudogene 20	-0.396	2.352
233137_at			0.41	5.693
233152_x_at			0.715	3.413
233161_at			0.564	3.347
233164_x_at	RHBDD1	rhomboid domain containing 1	0.278	3.128
233167_at	SELO	selenoprotein O	-0.838	3.674
233168_s_at	SELO	selenoprotein O	-0.493	4.18
233176_at	LOC100507642	uncharacterized LOC100507642	-0.756	3.167
233182_x_at	ATXN3	ataxin 3	-0.294	2.398
233191_at	RUFY2	RUN and FYVE domain containing 2	0.452	4.098
233197_at	KLHL9	kelch like family member 9	-0.379	4.048
233198_at	GOLGA2P5	golgin A2 pseudogene 5	0.732	5.014
233204_at			0.369	2.175
233208_x_at	CPSF2	cleavage and polyadenylation specific factor 2	-0.656	7.042
233226_at	PTPN9	protein tyrosine phosphatase, non-receptor type 9	-0.285	2.401
233228_at			-0.585	3.106
233230_s_at	SLAIN2	SLAIN motif family member 2	-0.422	2.359
233231_at			0.705	3.174
233233_at	RASSF3	Ras association domain family member 3	-0.307	2.723
233241_at	KIZ	kizuna centrosomal protein	0.81	4.657
233244_at			0.361	2.253
233252_s_at	STRBP	spermatid perinuclear RNA binding protein	0.976	7.149
233261_at	EBF1	early B-cell factor 1	0.418	2.248
233266_at			0.198	2.293
233274_at			-0.411	5.568
233278_at			0.146	2.368
233292_s_at	ANKHD1-EIF4EBP3///ANKHD1	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1	-0.495	4.205
233300_at			-1.056	7.907
233302_at			0.922	2.336
233303_at			-0.526	3.716
233309_at			0.9	3.796
233314_at			0.793	2.101
233323_at			0.67	5.147
233336_at			0.144	2.243
233339_s_at	ARID1B	AT-rich interaction domain 1B	0.209	3.028
233360_at	UBE2I	ubiquitin conjugating enzyme E2 I	0.958	6.331
233366_at	FBXO4	F-box protein 4	0.851	4.181
233399_x_at	ZNF252P	zinc finger protein 252, pseudogene	0.238	2.596
233415_at			1.1	4.672
233421_s_at	NUP133	nucleoporin 133	-0.363	2.589
233440_at			-0.851	5.992
233472_at	TCP11L1	t-complex 11 like 1	0.268	3.152
233480_at	TMEM43	transmembrane protein 43	0.472	3.265
233500_x_at	CLEC2D	C-type lectin domain family 2 member D	0.459	2.667
233506_at			-0.376	2.309
233510_s_at	PARVG	parvin gamma	-0.46	3.852
233530_at	SDCBP2-AS1	SDCBP2 antisense RNA 1	0.309	2.238
233543_s_at	FAM175A	family with sequence similarity 175 member A	0.283	3.53
233544_at	GNL1	G protein nucleolar 1 (putative)	0.101	2.272
233555_s_at	SULF2	sulfatase 2	-0.913	4.976
233568_x_at	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)	-0.418	4.301
233570_at			0.195	2.819
233573_s_at	WDR6	WD repeat domain 6	-0.57	2.77
233608_at			0.05	2.121
233613_x_at	REXO2	RNA exonuclease 2	0.307	5.199
233627_at			-0.221	2.207
233632_s_at	XRN1	5'-3' exoribonuclease 1	-0.484	5.755
233635_at			-0.408	2.136
233642_s_at	HEATR5B	HEAT repeat containing 5B	-0.237	2.411
233647_s_at	CDADC1	cytidine and dCMP deaminase domain containing 1	0.253	2.726
233648_at			-0.926	3.968
233660_at	EHD4	EH domain containing 4	-0.577	4.492
233741_at	FTCD	formimidoyltransferase cyclodeaminase	0.239	2.31
233748_x_at	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	-0.936	7.479
233750_s_at	TRMT1L	tRNA methyltransferase 1 like	-0.584	5.704
233759_s_at	PPP4R3B	protein phosphatase 4 regulatory subunit 3B	-0.301	4.784
233768_at			0.759	5.279
233803_s_at	MYBBP1A	MYB binding protein 1a	-0.159	2.144
233813_at	PPP1R16B	protein phosphatase 1 regulatory subunit 16B	0.661	2.729
233824_at			-1.408	7.838
233825_s_at	CD99L2	CD99 molecule like 2	-0.43	3.45
233827_s_at	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	-0.619	4.197
233834_at			0.41	2.381
233836_at	TNRC6A	trinucleotide repeat containing 6A	0.519	3.715
233841_s_at	SUDS3	SDS3 homolog, SIN3A corepressor complex component	-0.984	8.005
233842_x_at	RTFDC1	replication termination factor 2 domain containing 1	-0.215	3.617
233851_s_at	TOR3A	torsin family 3 member A	-0.912	5.621
233864_s_at	VPS35	VPS35 retromer complex component	0.432	6.158
233874_at	SLAIN2	SLAIN motif family member 2	-0.819	4.254
233881_s_at	TOLLIP	toll interacting protein	-0.686	6.235
233884_at	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	1.025	3.075
233893_s_at	UVSSA	UV stimulated scaffold protein A	0.41	2.175
233912_x_at	ELMOD2	ELMO domain containing 2	0.259	3.27
233921_s_at			1.169	2.991
233933_s_at	OTUD5	OTU deubiquitinase 5	0.302	2.127
233936_s_at	GGNBP2	gametogenetin binding protein 2	1.276	8.096
233937_at	GGNBP2	gametogenetin binding protein 2	0.961	4.394
233941_at	LRRC74A	leucine rich repeat containing 74A	0.245	2.31
233951_at			0.701	4.554
233955_x_at	CXXC5	CXXC finger protein 5	0.57	3.416
233976_at			0.275	2.548
233995_at			-0.561	3.388
234011_at			0.134	2.744
234032_at			-0.497	2.214
234041_at			-0.24	2.246
234042_at	TAS2R45///TAS2R43	taste 2 receptor member 45///taste 2 receptor member 43	-1.133	4.821
234047_at			0.401	3.651
234048_s_at	EPG5	ectopic P-granules autophagy protein 5 homolog	0.165	2.135
234050_at	TAGAP	T-cell activation RhoGTPase activating protein	0.643	3.488
234059_at			-0.208	2.182
234081_at			0.296	2.499
234089_at	PRKCE	protein kinase C epsilon	0.481	3.111
234091_at			0.445	2.592
234106_s_at	FLYWCH1	FLYWCH-type zinc finger 1	-0.28	2.285
234148_at			-0.535	2.65
234149_at			-0.76	3.604
234151_at			1.326	3.489
234159_at			-0.397	2.832
234164_at			0.602	3.399
234179_at			0.129	2.212
234186_at			-0.843	2.164
234210_x_at	ACTR2	ARP2 actin related protein 2 homolog	-0.382	2.306
234254_at	RPL7AP9	ribosomal protein L7a pseudogene 9	0.321	3.198
234278_at			-0.49	2.237
234295_at	DBR1	debranching RNA lariats 1	-0.33	4.88
234299_s_at	NIN	ninein	-0.92	6.83
234311_s_at	LOC101927446///GTPBP10	uncharacterized LOC101927446///GTP binding protein 10	0.399	3.694
234326_at			0.948	2.682
234347_s_at	DENR	density regulated re-initiation and release factor	0.331	2.229
234360_at			0.259	4.053
234365_at			0.121	2.172
234370_at	VSIG1	V-set and immunoglobulin domain containing 1	-0.385	2.185
234377_at	IL23A	interleukin 23 subunit alpha	-1.123	3.366
234388_at			0.367	2.946
234411_x_at	CD44	CD44 molecule (Indian blood group)	-0.749	3.54
234425_at			0.298	2.275
234431_at	GSN	gelsolin	0.193	2.697
234454_at			0.055	2.273
234462_at	CD247	CD247 molecule	0.466	3.733
234491_s_at	SAV1	salvador family WW domain containing protein 1	0.712	3.277
234512_x_at			0.337	5.128
234562_x_at			0.927	3.869
234574_at			-1.114	6.438
234591_at			0.181	2.688
234596_at			-0.495	3.315
234649_at			-0.607	2.227
234670_at			0.058	2.565
234701_at	ANKRD11	ankyrin repeat domain 11	1.776	6.078
234723_x_at			0.784	4.372
234726_s_at	TMEM168	transmembrane protein 168	-0.881	10.499
234728_s_at	DHX35	DEAH-box helicase 35	-0.608	5.052
234742_at	SIRPG	signal regulatory protein gamma	0.237	2.493
234758_at			0.989	3.36
234761_at	UVSSA	UV stimulated scaffold protein A	0.192	2.135
234769_at	DKFZp547J222	uncharacterized LOC84237	0.338	3.476
234785_at			0.715	2.637
234792_x_at	IGHV4-31///IGHA1	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant alpha 1	0.441	2.102
234801_s_at	ACSS1	acyl-CoA synthetase short-chain family member 1	0.45	5.031
234807_x_at			0.297	2.638
234867_at			-0.59	2.25
234873_x_at	SNORD24///SNORD36A///SNORD36B///RPL7A	small nucleolar RNA, C/D box 24///small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36B///ribosomal protein L7a	0.153	2.154
234875_at	RPL7AP10	ribosomal protein L7a pseudogene 10	0.29	3.435
234883_x_at			-0.823	3.808
234886_at			-0.725	3.153
234915_s_at	DENR	density regulated re-initiation and release factor	-0.623	5.762
234924_s_at	ZNF687	zinc finger protein 687	0.28	2.117
234926_s_at	RTFDC1	replication termination factor 2 domain containing 1	-0.295	5.215
234950_s_at	RFWD2	ring finger and WD repeat domain 2	-0.227	3.068
234972_at	ARL16	ADP ribosylation factor like GTPase 16	-0.949	6.85
234974_at	GALM	galactose mutarotase	-0.327	3.021
234975_at	GSPT1	G1 to S phase transition 1	-0.471	3.559
234978_at	SLC36A4	solute carrier family 36 member 4	-0.437	3.484
234979_at	BCDIN3D	BCDIN3 domain containing RNA methyltransferase	-0.493	2.845
234985_at	LDLRAD3	low density lipoprotein receptor class A domain containing 3	-0.756	3.868
234987_at	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	-0.421	3.819
234988_at	VCPIP1	valosin containing protein interacting protein 1	-0.569	4.481
234989_at	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)	1.327	9.765
234990_at	CBX5	chromobox 5	-0.411	2.445
234991_at	ZXDC	ZXD family zinc finger C	0.455	2.583
235000_at	LPP	LIM domain containing preferred translocation partner in lipoma	-0.651	4.999
235005_at	DIS3L	DIS3 like exosome 3'-5' exoribonuclease	-0.341	2.669
235006_at	CDKN2AIPNL	CDKN2A interacting protein N-terminal like	-0.358	2.838
235008_at			1.758	5.46
235009_at	BOD1L1	biorientation of chromosomes in cell division 1 like 1	3.718	6.93
235011_at	MAP3K2	mitogen-activated protein kinase kinase kinase 2	-1.104	6.531
235012_at	LRCH1	leucine rich repeats and calponin homology domain containing 1	-0.311	2.728
235013_at	SLC31A1	solute carrier family 31 member 1	-0.521	3.555
235014_at	ILF3-AS1	ILF3 antisense RNA 1 (head to head)	-0.637	4.574
235016_at	REEP3	receptor accessory protein 3	-1.507	6.122
235021_at	KIAA2026	KIAA2026	0.226	2.321
235023_at	VPS13C	vacuolar protein sorting 13 homolog C	-0.315	2.169
235032_at	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	-0.343	3.52
235036_at	LIX1L	limb and CNS expressed 1 like	-1.28	7.743
235037_at	TMEM41A	transmembrane protein 41A	-0.476	3.488
235046_at	INPP4B	inositol polyphosphate-4-phosphatase type II B	-0.506	2.184
235047_x_at	NACC1	nucleus accumbens associated 1	0.263	2.222
235054_at	NUDT16	nudix hydrolase 16	-0.454	2.836
235056_at	ETV6	ETS variant 6	-0.425	4.048
235057_at	ITCH	itchy E3 ubiquitin protein ligase	-1.003	2.63
235063_at	C20orf196	chromosome 20 open reading frame 196	-0.45	2.834
235067_at	MKLN1	muskelin 1	-0.849	5.381
235069_at	TATDN3	TatD DNase domain containing 3	-0.588	2.668
235071_at	WDR92	WD repeat domain 92	-0.272	2.279
235072_s_at	KIF13A	kinesin family member 13A	-0.535	2.485
235074_at	SPRED1	sprouty related EVH1 domain containing 1	-0.551	2.309
235076_at	CALCOCO2	calcium binding and coiled-coil domain 2	-0.337	4.172
235078_at			-0.311	2.197
235084_x_at	TRIM38	tripartite motif containing 38	0.36	3.308
235088_at	C4orf46	chromosome 4 open reading frame 46	-0.562	2.381
235093_at	PEX13	peroxisomal biogenesis factor 13	-0.322	2.147
235094_at			1.637	10.038
235099_at	CMTM8	CKLF like MARVEL transmembrane domain containing 8	0.606	2.26
235103_at	MAN2A1	mannosidase alpha class 2A member 1	-0.453	4.896
235109_at	ZBED3	zinc finger BED-type containing 3	-0.381	2.866
235131_at	RHOJ	ras homolog family member J	0.385	3.704
235150_at	SESN3	sestrin 3	-1.045	5.079
235151_at	LOC283357	uncharacterized LOC283357	-0.493	3.692
235152_at	LOC101927204	uncharacterized LOC101927204	0.317	3.375
235154_at	TAF3	TATA-box binding protein associated factor 3	0.486	3.156
235156_at	BRWD3	bromodomain and WD repeat domain containing 3	-0.425	3.654
235159_at			-0.581	3.779
235162_at	MDM4	MDM4, p53 regulator	-0.599	6.318
235163_at	MOB3A	MOB kinase activator 3A	-2.01	7.439
235166_at	ZNF148	zinc finger protein 148	-0.512	4.702
235170_at	ZNF92	zinc finger protein 92	0.53	6.221
235189_at	ICE2	interactor of little elongation complex ELL subunit 2	-0.387	3.864
235190_at			0.894	6.034
235196_at	CDC73	cell division cycle 73	-0.371	3.875
235198_at	OSTM1	osteopetrosis associated transmembrane protein 1	-0.236	2.824
235202_x_at	IKBIP	IKBKB interacting protein	-0.594	5.496
235204_at	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	-0.396	2.551
235207_at			-0.249	2.27
235208_at	CCDC112	coiled-coil domain containing 112	-0.249	2.988
235214_at	LURAP1	leucine rich adaptor protein 1	0.167	2.277
235216_at	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	0.477	2.893
235217_at	LINC01004	long intergenic non-protein coding RNA 1004	-0.557	5.564
235219_at	EXOC3-AS1	EXOC3 antisense RNA 1	0.384	2.542
235220_at	YIPF4	Yip1 domain family member 4	-1.04	5.622
235221_at	CBLN3	cerebellin 3 precursor	0.604	3.702
235223_at	RRP36	ribosomal RNA processing 36	-0.334	2.431
235231_at	ZNF789	zinc finger protein 789	-0.256	2.124
235232_at	GMEB1	glucocorticoid modulatory element binding protein 1	-0.26	3.277
235233_s_at	GMEB1	glucocorticoid modulatory element binding protein 1	-0.197	2.301
235239_at	QSOX2	quiescin sulfhydryl oxidase 2	0.126	2.228
235241_at	SLC38A9	solute carrier family 38 member 9	-0.319	3.205
235255_at	ATP6V0A2	ATPase H+ transporting V0 subunit a2	-0.401	2.953
235256_s_at	GALM	galactose mutarotase	-0.63	5.43
235260_s_at	PACRGL	PARK2 coregulated like	-0.384	3.641
235264_at	HCFC2	host cell factor C2	-0.373	2.925
235277_at	AMOTL1	angiomotin like 1	0.155	2.127
235286_at			-0.652	5.167
235294_at	SIKE1	suppressor of IKBKE 1	-0.408	4.479
235296_at	EIF5A2	eukaryotic translation initiation factor 5A2	-0.784	2.466
235299_at	SLC41A2	solute carrier family 41 member 2	-0.473	4.537
235302_at	GPATCH2L	G-patch domain containing 2 like	-0.431	3.532
235308_at	ZBTB20	zinc finger and BTB domain containing 20	0.467	3.212
235309_at	RPS15A	ribosomal protein S15a	-0.328	2.767
235314_at	RPL32P3	ribosomal protein L32 pseudogene 3	-0.347	4.964
235327_x_at	UBXN2A	UBX domain protein 2A	0.363	3.765
235330_at	CCDC117	coiled-coil domain containing 117	-0.489	3.379
235333_at	B4GALT6	beta-1,4-galactosyltransferase 6	-0.706	2.732
235344_at	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A	-0.398	2.86
235347_at	LRCH3	leucine rich repeats and calponin homology domain containing 3	-0.3	3.149
235352_at	MR1	major histocompatibility complex, class I-related	-0.307	2.541
235353_at	SEL1L3	SEL1L family member 3	0.743	4.841
235359_at	NRROS	negative regulator of reactive oxygen species	-0.734	3.018
235363_at			-0.222	2.432
235369_at	C14orf28	chromosome 14 open reading frame 28	0.38	2.293
235372_at	FCRLA	Fc receptor like A	1.761	5.062
235376_at			0.998	7.242
235380_at			0.423	2.923
235384_at	NUDT19	nudix hydrolase 19	-0.277	3.092
235388_at	CHD9	chromodomain helicase DNA binding protein 9	1.396	4.349
235390_at	SREK1IP1	SREK1 interacting protein 1	-0.552	6.87
235393_at			-0.339	4.183
235395_at	SEC63	SEC63 homolog, protein translocation regulator	-0.539	3.12
235400_at	FCRLA	Fc receptor like A	1.717	4.16
235401_s_at	FCRLA	Fc receptor like A	1.597	3.247
235405_at	GSTA4	glutathione S-transferase alpha 4	0.365	2.77
235406_x_at	TMEM161B-AS1	TMEM161B antisense RNA 1	0.251	2.11
235409_at	MGA	MGA, MAX dimerization protein	0.786	2.233
235412_at	ARHGEF7	Rho guanine nucleotide exchange factor 7	1.115	5.082
235415_at	RPRD2	regulation of nuclear pre-mRNA domain containing 2	0.23	3.357
235418_at	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	0.221	2.455
235423_at	ORC2	origin recognition complex subunit 2	-0.277	2.246
235425_at	SGO2	shugoshin 2	1.411	5.934
235427_at	CFLAR	CASP8 and FADD like apoptosis regulator	-0.244	2.178
235428_at	MINCR	MYC-induced long noncoding RNA	0.555	2.988
235434_at	CCDC134	coiled-coil domain containing 134	-0.41	3.468
235435_at	AASDH	aminoadipate-semialdehyde dehydrogenase	0.84	3.322
235440_at	SPTY2D1	SPT2 chromatin protein domain containing 1	-0.552	3.527
235442_at	CXorf56	chromosome X open reading frame 56	-0.615	3.514
235444_at	FOXP1	forkhead box P1	0.56	3.572
235446_at	XIST	X inactive specific transcript (non-protein coding)	0.998	4.309
235447_at	TRUB1	TruB pseudouridine synthase family member 1	-0.359	3.086
235448_at	ZXDC	ZXD family zinc finger C	0.247	2.711
235451_at	SMAD5	SMAD family member 5	-0.445	2.252
235458_at	HAVCR2	hepatitis A virus cellular receptor 2	-0.377	2.448
235459_at	RNF41	ring finger protein 41	-0.211	3.448
235460_at	SNX22	sorting nexin 22	0.441	3.056
235461_at	TET2	tet methylcytosine dioxygenase 2	0.833	3.388
235463_s_at	CERS6	ceramide synthase 6	-0.597	4.967
235464_at	CSNK1A1	casein kinase 1 alpha 1	-0.304	2.151
235474_at	NEU3	neuraminidase 3	-0.294	2.702
235476_at	TRIM59///IFT80	tripartite motif containing 59///intraflagellar transport 80	0.897	2.553
235482_at	PCBP1-AS1	PCBP1 antisense RNA 1	0.386	2.114
235484_at	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	-0.578	5.855
235502_at	PPP2CA	protein phosphatase 2 catalytic subunit alpha	-0.432	3.751
235513_at			-0.35	2.637
235518_at	SLC8A1	solute carrier family 8 member A1	-0.409	2.498
235525_at			0.136	2.281
235532_at			-0.462	3.646
235536_at	SNORD89	small nucleolar RNA, C/D box 89	-0.602	3.486
235539_at	NUMA1	nuclear mitotic apparatus protein 1	0.596	3.277
235541_at	LAS1L	LAS1 like, ribosome biogenesis factor	0.109	2.441
235542_at	TET3	tet methylcytosine dioxygenase 3	-0.907	10.699
235547_at	N4BP2L2	NEDD4 binding protein 2 like 2	0.581	3.722
235566_at	TMF1	TATA element modulatory factor 1	-0.213	2.676
235568_at	MCEMP1	mast cell expressed membrane protein 1	-0.443	2.602
235574_at	GBP4	guanylate binding protein 4	-0.767	4.499
235579_at	SCAF11	SR-related CTD associated factor 11	-0.377	3.952
235580_at	ZNF141	zinc finger protein 141	0.517	3.203
235585_at	DR1	down-regulator of transcription 1	-0.315	2.101
235590_at	SLF2	SMC5-SMC6 complex localization factor 2	-0.402	2.207
235594_at			0.461	2.95
235606_at	DUBR	DPPA2 upstream binding RNA	0.437	3.132
235611_at	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	-0.529	4.751
235613_at			-0.731	4.637
235618_at	ZNF507	zinc finger protein 507	0.342	4.519
235621_at	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	0.441	5.15
235623_at	ELP2	elongator acetyltransferase complex subunit 2	0.344	2.73
235625_at	VPS41	VPS41, HOPS complex subunit	-0.332	2.922
235626_at	CAMK1D	calcium/calmodulin dependent protein kinase ID	0.49	3.943
235640_at			0.358	2.736
235643_at	SAMD9L	sterile alpha motif domain containing 9 like	1.353	3.534
235645_at	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	0.382	2.377
235653_s_at	THAP6	THAP domain containing 6	0.506	2.116
235659_at	TMEM127	transmembrane protein 127	-0.31	2.783
235660_at	LOC103611081	uncharacterized LOC103611081	0.562	2.898
235662_at			0.369	2.171
235670_at	STX11	syntaxin 11	-0.373	2.359
235671_at			0.043	2.157
235677_at	SRR	serine racemase	-0.335	3.348
235678_at	GM2A	GM2 ganglioside activator	-0.5	3.13
235683_at	SESN3	sestrin 3	1.122	2.767
235684_s_at	SESN3	sestrin 3	0.693	3.095
235685_at			-0.285	2.124
235687_at	ZNF626	zinc finger protein 626	0.234	2.509
235689_at	MTFMT	mitochondrial methionyl-tRNA formyltransferase	-0.76	4.161
235698_at	ZFP90	ZFP90 zinc finger protein	0.324	2.206
235706_at	CPM	carboxypeptidase M	-0.758	4.694
235707_at	SMIM13	small integral membrane protein 13	-0.301	2.891
235711_at	MIR4657///PURB	microRNA 4657///purine rich element binding protein B	-0.426	2.766
235730_at	NUTM2B-AS1	NUTM2B antisense RNA 1	0.641	2.561
235739_at			2.208	5.998
235740_at	MCTP1	multiple C2 and transmembrane domain containing 1	-0.462	2.091
235744_at	PPTC7	PTC7 protein phosphatase homolog	0.308	2.291
235766_x_at	RAB27A	RAB27A, member RAS oncogene family	-0.59	4.32
235772_at	PPP3CB-AS1	PPP3CB antisense RNA 1 (head to head)	-0.274	3.681
235780_at	PRKACB	protein kinase cAMP-activated catalytic subunit beta	0.543	5.25
235788_at	HCG18	HLA complex group 18 (non-protein coding)	0.505	5.933
235789_at	LOC100507022///KDM4B	FLJ00291 protein///lysine demethylase 4B	0.644	3.126
235791_x_at	CHD1	chromodomain helicase DNA binding protein 1	-0.296	5.835
235796_at			0.418	3.919
235798_at	TMEM170B	transmembrane protein 170B	-0.742	4.782
235808_at	LOC102606465	uncharacterized LOC102606465	0.179	2.217
235812_at	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1	-0.28	5.622
235817_at	TMEM184A	transmembrane protein 184A	0.335	2.808
235818_at	VSTM1	V-set and transmembrane domain containing 1	-0.713	2.449
235833_at	PPAT	phosphoribosyl pyrophosphate amidotransferase	-0.525	2.818
235852_at	STON2	stonin 2	-0.904	3.136
235857_at	KCTD11	potassium channel tetramerization domain containing 11	-0.281	2.46
235868_at	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	-1.261	4.196
235878_at			-0.647	6.092
235882_at	VPS53	VPS53, GARP complex subunit	-0.381	2.728
235884_at	LOC644794	uncharacterized LOC644794	0.199	2.396
235893_at			-0.781	3.679
235900_at	SPNS3	sphingolipid transporter 3 (putative)	-0.652	4.887
235907_at	TMEM33	transmembrane protein 33	-0.607	7.303
235917_at	INIP	INTS3 and NABP interacting protein	-0.646	4.409
235925_at			-1.012	6.013
235940_at	C9orf64	chromosome 9 open reading frame 64	-0.621	5.563
235962_at	AZI2	5-azacytidine induced 2	-0.291	2.189
235964_x_at	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	-0.218	2.326
235974_at	EXOC4	exocyst complex component 4	0.176	2.596
235980_at	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	-0.331	2.796
235982_at	FCRL1	Fc receptor like 1	2.491	6.61
235984_at			1.097	6.428
235990_at	LOC100130987	uncharacterized LOC100130987	0.352	2.563
235999_at			0.577	3.475
236000_s_at			1.265	3.68
236002_at			-0.539	3.022
236004_at	AP5M1	adaptor related protein complex 5 mu 1 subunit	-0.359	2.965
236006_s_at	AKAP10	A-kinase anchoring protein 10	-0.576	3.681
236007_at	AKAP10	A-kinase anchoring protein 10	-0.588	3.336
236019_at	RAB12	RAB12, member RAS oncogene family	0.423	4.073
236022_at	MYO19	myosin XIX	0.582	3.052
236023_at	CDK9	cyclin dependent kinase 9	-0.462	4.028
236026_at	GPATCH2	G-patch domain containing 2	-0.465	3.655
236032_at			-0.58	4.563
236040_at	XAGE3	X antigen family member 3	0.26	3.033
236047_at	XKR6	XK related 6	0.52	2.327
236063_at			0.146	2.116
236077_at	GANC	glucosidase alpha, neutral C	-0.368	2.437
236090_at			-0.392	4.656
236099_at			0.414	2.633
236108_at	EPG5	ectopic P-granules autophagy protein 5 homolog	-0.172	2.585
236109_at			0.399	3.308
236114_at			0.616	3.598
236117_at	ZNF597	zinc finger protein 597	-0.408	2.362
236125_at			-0.477	2.812
236127_at			0.251	2.308
236134_at	DCAF7	DDB1 and CUL4 associated factor 7	-0.571	3.741
236153_at			-0.484	5.9
236155_at	ZCCHC6	zinc finger CCHC-type containing 6	0.206	2.409
236160_at	TRIP11	thyroid hormone receptor interactor 11	-0.652	4.865
236192_at	HOOK3	hook microtubule tethering protein 3	-0.542	4.946
236193_at	HIST1H2BC	histone cluster 1, H2bc	0.944	2.569
236194_at			-0.802	5.584
236198_at	LINC01215	long intergenic non-protein coding RNA 1215	0.67	3.826
236199_at			0.647	4.674
236217_at	SLC31A1	solute carrier family 31 member 1	-0.548	4.128
236218_at	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase	0.359	2.195
236226_at	BTLA	B and T lymphocyte associated	0.543	2.64
236235_at	ITCH	itchy E3 ubiquitin protein ligase	0.355	2.74
236244_at			1.254	6.181
236249_at	IKBIP	IKBKB interacting protein	-0.51	3.706
236254_at	VPS13B	vacuolar protein sorting 13 homolog B	1.303	4.368
236259_at	STK4	serine/threonine kinase 4	0.389	4.63
236268_at	SEC22C	SEC22 homolog C, vesicle trafficking protein	0.714	2.581
236274_at	EIF3B	eukaryotic translation initiation factor 3 subunit B	0.712	5.472
236280_at	P2RY10	purinergic receptor P2Y10	0.443	3.309
236283_x_at	LOC646214	p21 protein (Cdc42/Rac)-activated kinase 2 pseudogene	-0.442	3.347
236288_at	RNF34	ring finger protein 34	0.461	4.391
236291_at	RDH5	retinol dehydrogenase 5	0.676	5.204
236301_at	IKZF3	IKAROS family zinc finger 3	0.956	5.41
236307_at			1.784	5.418
236310_at	ZNF37BP	zinc finger protein 37B, pseudogene	1.03	4.584
236313_at	CDKN2B	cyclin dependent kinase inhibitor 2B	-0.573	2.528
236314_at	EPM2AIP1	EPM2A interacting protein 1	-0.583	4.213
236317_at			0.372	2.414
236321_at	FAM200B	family with sequence similarity 200 member B	-0.452	2.568
236330_at			-0.377	3.216
236338_at			1.178	3.711
236341_at	CTLA4	cytotoxic T-lymphocyte associated protein 4	0.858	4.321
236350_at			-0.413	3.655
236356_at	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	1.1	2.943
236368_at	KIAA0368	KIAA0368	1.011	3.76
236371_s_at	TGS1	trimethylguanosine synthase 1	0.389	2.346
236375_at			0.431	2.458
236388_at	STRN	striatin	-0.276	2.322
236390_at	SLX4IP	SLX4 interacting protein	0.967	3.675
236395_at			0.434	2.351
236401_at	GIMAP1	GTPase, IMAP family member 1	-0.228	2.729
236414_at			0.261	2.623
236426_at	KIF19	kinesin family member 19	0.091	2.195
236427_at			0.493	3.437
236429_at	ZNF83	zinc finger protein 83	0.79	3.715
236430_at	TMED6	transmembrane p24 trafficking protein 6	0.304	2.852
236432_at			0.581	2.383
236439_at	LOC106146153	uncharacterized lncRNA LOC106146153	2.577	5.189
236460_at			0.424	3.807
236462_at			2.626	6.057
236470_at			0.621	5.07
236477_at	PRPF40A	pre-mRNA processing factor 40 homolog A	-0.405	2.657
236484_at			0.572	3.844
